timestamp,provider_id,provider_name,category,image_id,run_number,e2e_ms,inference_ms,throughput,ram_peak_mb,energy_mwh,model_size_mb,total_tokens,cost_usd,caption_text,model_name,success,error
2025-12-12 21:53:23,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000776,5,686.733203,684.6195319999999,1.4561695803137102,8.98480224609375,,387.0431098937988,14,,"a brown teddy bear sitting next to a brown teddy bear",ViT-GPT2,1,""
2025-12-12 21:53:24,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000785,1,524.148711,520.604961,1.9078554979027695,19.813446044921875,,387.0431098937988,11,,"a person on a snow board on a snowy slope",ViT-GPT2,1,""
2025-12-12 21:53:24,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000785,2,547.699883,542.967383,1.8258174431634853,24.852615356445312,,387.0431098937988,11,,"a person on a snow board on a snowy slope",ViT-GPT2,1,""
2025-12-12 21:53:25,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000785,3,528.965781,523.3468740000001,1.8904814563042596,19.719711303710938,,387.0431098937988,11,,"a person on a snow board on a snowy slope",ViT-GPT2,1,""
2025-12-12 21:53:26,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000785,4,524.636133,520.085469,1.9060829727486575,22.477630615234375,,387.0431098937988,11,,"a person on a snow board on a snowy slope",ViT-GPT2,1,""
2025-12-12 21:53:26,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000785,5,559.173398,552.943594,1.7883540303896932,19.719711303710938,,387.0431098937988,11,,"a person on a snow board on a snowy slope",ViT-GPT2,1,""
2025-12-12 21:53:27,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000802,1,530.23961,529.2493360000001,1.885939830108128,22.508865356445312,,387.0431098937988,11,,"a kitchen with a white refrigerator and a white stove",ViT-GPT2,1,""
2025-12-12 21:53:28,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000802,2,544.797969,542.363751,1.8355428193602537,19.750991821289062,,387.0431098937988,11,,"a kitchen with a white refrigerator and a white stove",ViT-GPT2,1,""
2025-12-12 21:53:28,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000802,3,537.783203,535.796211,1.8594853733280325,22.477630615234375,,387.0431098937988,11,,"a kitchen with a white refrigerator and a white stove",ViT-GPT2,1,""
2025-12-12 21:53:29,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000802,4,532.060274,527.6033199999999,1.8794863079741975,19.719711303710938,,387.0431098937988,11,,"a kitchen with a white refrigerator and a white stove",ViT-GPT2,1,""
2025-12-12 21:53:29,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000802,5,558.721836,555.376836,1.7897993877583118,24.852615356445312,,387.0431098937988,11,,"a kitchen with a white refrigerator and a white stove",ViT-GPT2,1,""
2025-12-12 21:53:30,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000872,1,442.932461,441.899532,2.257680545115884,17.250869750976562,,387.0431098937988,9,,"a baseball player is sliding into a base",ViT-GPT2,1,""
2025-12-12 21:53:31,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000872,2,459.703125,457.793202,2.17531695047755,17.219589233398438,,387.0431098937988,9,,"a baseball player is sliding into a base",ViT-GPT2,1,""
2025-12-12 21:53:31,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000872,3,463.830781,461.788751,2.1559586835613653,17.2196044921875,,387.0431098937988,9,,"a baseball player is sliding into a base",ViT-GPT2,1,""
2025-12-12 21:53:32,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000872,4,443.238282,440.278907,2.25612281386832,1.3516082763671875,,387.0431098937988,9,,"a baseball player is sliding into a base",ViT-GPT2,1,""
2025-12-12 21:53:32,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000872,5,451.221446,448.560547,2.216206718153197,17.219573974609375,,387.0431098937988,9,,"a baseball player is sliding into a base",ViT-GPT2,1,""
2025-12-12 21:53:33,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000885,1,544.118633,543.018711,1.8378345076817098,19.907211303710938,,387.0431098937988,10,,"a tennis player is jumping to hit a ball",ViT-GPT2,1,""
2025-12-12 21:53:33,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000885,2,555.566367,551.791797,1.7999649716016737,19.750946044921875,,387.0431098937988,10,,"a tennis player is jumping to hit a ball",ViT-GPT2,1,""
2025-12-12 21:53:34,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000885,3,560.996289,559.426015,1.7825429857700894,19.750946044921875,,387.0431098937988,10,,"a tennis player is jumping to hit a ball",ViT-GPT2,1,""
2025-12-12 21:53:35,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000885,4,539.706211,534.977618,1.852859907146779,19.719711303710938,,387.0431098937988,10,,"a tennis player is jumping to hit a ball",ViT-GPT2,1,""
2025-12-12 21:53:35,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000000885,5,566.491406,565.156875,1.765251845674072,19.750961303710938,,387.0431098937988,10,,"a tennis player is jumping to hit a ball",ViT-GPT2,1,""
2025-12-12 21:53:36,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001000,1,583.322734,582.258086,1.7143168639129365,22.5401611328125,,387.0431098937988,11,,"a small group of children are posing for a picture",ViT-GPT2,1,""
2025-12-12 21:53:37,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001000,2,617.025781,614.8778130000001,1.6206778238331017,22.508880615234375,,387.0431098937988,11,,"a small group of children are posing for a picture",ViT-GPT2,1,""
2025-12-12 21:53:37,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001000,3,600.451094,598.491289,1.6654145691339184,17.188369750976562,,387.0431098937988,11,,"a small group of children are posing for a picture",ViT-GPT2,1,""
2025-12-12 21:53:38,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001000,4,607.488359,604.628593,1.6461220782010082,22.477645874023438,,387.0431098937988,11,,"a small group of children are posing for a picture",ViT-GPT2,1,""
2025-12-12 21:53:39,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001000,5,618.388477,616.075977,1.6171064584697947,17.188323974609375,,387.0431098937988,11,,"a small group of children are posing for a picture",ViT-GPT2,1,""
2025-12-12 21:53:39,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001268,1,587.993515,586.879453,1.7006990289680322,22.540145874023438,,387.0431098937988,11,,"a woman is walking on a bridge near a river",ViT-GPT2,1,""
2025-12-12 21:53:40,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001268,2,583.636758,582.291328,1.7133944808870314,14.852294921875,,387.0431098937988,11,,"a woman is walking on a bridge near a river",ViT-GPT2,1,""
2025-12-12 21:53:41,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001268,3,599.234649,596.110547,1.6687953569921155,24.821395874023438,,387.0431098937988,11,,"a woman is walking on a bridge near a river",ViT-GPT2,1,""
2025-12-12 21:53:42,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001268,4,592.685625,588.245469,1.6872351172681135,7.430084228515625,,387.0431098937988,11,,"a woman is walking on a bridge near a river",ViT-GPT2,1,""
2025-12-12 21:53:42,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001268,5,601.743203,599.413945,1.6618384636743457,22.538360595703125,,387.0431098937988,11,,"a woman is walking on a bridge near a river",ViT-GPT2,1,""
2025-12-12 21:53:43,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001296,1,521.495,520.430235,1.9175639267874092,19.813446044921875,,387.0431098937988,10,,"a woman holding a cell phone in her hand",ViT-GPT2,1,""
2025-12-12 21:53:44,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001296,2,555.023164,553.0625,1.8017266032521844,19.811660766601562,,387.0431098937988,10,,"a woman holding a cell phone in her hand",ViT-GPT2,1,""
2025-12-12 21:53:44,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001296,3,514.522852,513.211719,1.943548272176646,19.750961303710938,,387.0431098937988,10,,"a woman holding a cell phone in her hand",ViT-GPT2,1,""
2025-12-12 21:53:45,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001296,4,543.006914,539.649805,1.8415971771585948,19.7509765625,,387.0431098937988,10,,"a woman holding a cell phone in her hand",ViT-GPT2,1,""
2025-12-12 21:53:45,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001296,5,548.768555,546.426367,1.8222618458887463,1.3516082763671875,48.13078418181818,387.0431098937988,10,,"a woman holding a cell phone in her hand",ViT-GPT2,1,""
2025-12-12 21:53:46,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001353,1,824.539688,823.444023,1.2127978974858031,14.946060180664062,,387.0431098937988,16,,"a woman sitting on a red chair with a man sitting on a red chair",ViT-GPT2,1,""
2025-12-12 21:53:47,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001353,2,847.555859,845.3288670000001,1.1798632377810039,19.719680786132812,,387.0431098937988,16,,"a woman sitting on a red chair with a man sitting on a red chair",ViT-GPT2,1,""
2025-12-12 21:53:48,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001353,3,830.240937,828.596094,1.2044696369868353,28.516983032226562,,387.0431098937988,16,,"a woman sitting on a red chair with a man sitting on a red chair",ViT-GPT2,1,""
2025-12-12 21:53:49,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001353,4,840.19125,838.366212,1.1902052062551236,39.0721435546875,,387.0431098937988,16,,"a woman sitting on a red chair with a man sitting on a red chair",ViT-GPT2,1,""
2025-12-12 21:53:50,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001353,5,825.444492,823.885938,1.2114684993258154,39.0721435546875,,387.0431098937988,16,,"a woman sitting on a red chair with a man sitting on a red chair",ViT-GPT2,1,""
2025-12-12 21:53:51,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001425,1,477.439687,476.28582100000006,2.0945053945630625,4.968963623046875,,387.0431098937988,9,,"a sandwich on a plate with a fork",ViT-GPT2,1,""
2025-12-12 21:53:51,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001425,2,486.438359,483.49183600000003,2.055758929159614,17.188308715820312,,387.0431098937988,9,,"a sandwich on a plate with a fork",ViT-GPT2,1,""
2025-12-12 21:53:52,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001425,3,492.898164,491.007344,2.0288166461906316,6.0705718994140625,,387.0431098937988,9,,"a sandwich on a plate with a fork",ViT-GPT2,1,""
2025-12-12 21:53:52,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001425,4,485.143906,484.153516,2.061244071362199,17.188339233398438,,387.0431098937988,9,,"a sandwich on a plate with a fork",ViT-GPT2,1,""
2025-12-12 21:53:53,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001425,5,632.093868,630.847851,1.58204350750006,10.766159057617188,,387.0431098937988,9,,"a sandwich on a plate with a fork",ViT-GPT2,1,""
2025-12-12 21:53:54,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001490,1,658.528047,657.1744920000001,1.518538207378736,19.813430786132812,,387.0431098937988,10,,"a man on a surfboard riding a wave",ViT-GPT2,1,""
2025-12-12 21:53:55,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001490,2,697.237266,694.9251180000001,1.4342320021661035,14.852325439453125,,387.0431098937988,10,,"a man on a surfboard riding a wave",ViT-GPT2,1,""
2025-12-12 21:53:55,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001490,3,701.267148,699.293945,1.4259900850224914,19.750961303710938,,387.0431098937988,10,,"a man on a surfboard riding a wave",ViT-GPT2,1,""
2025-12-12 21:53:56,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001490,4,696.705664,693.218086,1.4353263532532443,19.719696044921875,,387.0431098937988,10,,"a man on a surfboard riding a wave",ViT-GPT2,1,""
2025-12-12 21:53:57,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001490,5,694.624218,692.199453,1.4396273180328416,19.750961303710938,,387.0431098937988,10,,"a man on a surfboard riding a wave",ViT-GPT2,1,""
2025-12-12 21:53:58,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001503,1,835.433828,834.094883,1.1969828925816492,25.493408203125,,387.0431098937988,13,,"a desk with a laptop, keyboard, mouse and a monitor",ViT-GPT2,1,""
2025-12-12 21:53:59,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001503,2,777.259649,776.045039,1.2865713552563438,28.548248291015625,,387.0431098937988,13,,"a desk with a laptop, keyboard, mouse and a monitor",ViT-GPT2,1,""
2025-12-12 21:54:00,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001503,3,866.745352,865.151719,1.1537414047765209,12.711593627929688,,387.0431098937988,13,,"a desk with a laptop, keyboard, mouse and a monitor",ViT-GPT2,1,""
2025-12-12 21:54:01,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001503,4,772.036797,770.3296879999999,1.295275048917131,28.577484130859375,,387.0431098937988,13,,"a desk with a laptop, keyboard, mouse and a monitor",ViT-GPT2,1,""
2025-12-12 21:54:02,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001503,5,852.909805,850.555741,1.1724569164731315,28.5482177734375,,387.0431098937988,13,,"a desk with a laptop, keyboard, mouse and a monitor",ViT-GPT2,1,""
2025-12-12 21:54:02,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001532,1,590.027969,588.358751,1.6948349104447284,17.282089233398438,,387.0431098937988,9,,"a highway with a large amount of traffic",ViT-GPT2,1,""
2025-12-12 21:54:03,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001532,2,638.669179,636.649492,1.5657558449364284,17.188339233398438,,387.0431098937988,9,,"a highway with a large amount of traffic",ViT-GPT2,1,""
2025-12-12 21:54:04,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001532,3,633.573047,631.132734,1.5783499704336381,17.1883544921875,,387.0431098937988,9,,"a highway with a large amount of traffic",ViT-GPT2,1,""
2025-12-12 21:54:04,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001532,4,637.774922,634.278085,1.5679512716870359,6.099700927734375,,387.0431098937988,9,,"a highway with a large amount of traffic",ViT-GPT2,1,""
2025-12-12 21:54:05,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001532,5,633.206992,629.872343,1.5792624096608205,19.141448974609375,,387.0431098937988,9,,"a highway with a large amount of traffic",ViT-GPT2,1,""
2025-12-12 21:54:06,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001584,1,706.822891,705.363515,1.4147815707909777,7.4925537109375,,387.0431098937988,11,,"a double decker bus is traveling down the street",ViT-GPT2,1,""
2025-12-12 21:54:07,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001584,2,733.622265,730.396054,1.363099305607907,22.4776611328125,,387.0431098937988,11,,"a double decker bus is traveling down the street",ViT-GPT2,1,""
2025-12-12 21:54:08,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001584,3,750.645117,747.4322669999999,1.3321874443099855,22.477630615234375,,387.0431098937988,11,,"a double decker bus is traveling down the street",ViT-GPT2,1,""
2025-12-12 21:54:08,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001584,4,785.777187,783.6707809999999,1.2726253911975685,17.2196044921875,,387.0431098937988,11,,"a double decker bus is traveling down the street",ViT-GPT2,1,""
2025-12-12 21:54:09,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001584,5,759.328047,757.296835,1.3169538567037813,22.477645874023438,,387.0431098937988,11,,"a double decker bus is traveling down the street",ViT-GPT2,1,""
2025-12-12 21:54:10,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001675,1,701.18961,696.351172,1.4261477719271967,17.313323974609375,,387.0431098937988,10,,"a cat sitting on top of a white surface",ViT-GPT2,1,""
2025-12-12 21:54:11,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001675,2,717.073242,708.767539,1.394557684527294,21.899383544921875,,387.0431098937988,10,,"a cat sitting on top of a white surface",ViT-GPT2,1,""
2025-12-12 21:54:12,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001675,3,707.250781,699.4160929999999,1.4139256213843616,19.750991821289062,,387.0431098937988,10,,"a cat sitting on top of a white surface",ViT-GPT2,1,""
2025-12-12 21:54:13,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001675,4,735.6775,727.6452740000001,1.3592912655341505,21.930648803710938,,387.0431098937988,10,,"a cat sitting on top of a white surface",ViT-GPT2,1,""
2025-12-12 21:54:13,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001675,5,702.234804,692.7745699999999,1.4240251185271642,19.719696044921875,,387.0431098937988,10,,"a cat sitting on top of a white surface",ViT-GPT2,1,""
2025-12-12 21:54:14,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001761,1,814.239649,812.972109,1.2281396530224729,25.524642944335938,,387.0431098937988,12,,"a plane flying over a bridge over a body of water",ViT-GPT2,1,""
2025-12-12 21:54:15,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001761,2,827.509961,824.600782,1.208444667894457,17.1883544921875,,387.0431098937988,12,,"a plane flying over a bridge over a body of water",ViT-GPT2,1,""
2025-12-12 21:54:16,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001761,3,839.650547,837.095586,1.1909716531155907,25.399642944335938,78.7194,387.0431098937988,12,,"a plane flying over a bridge over a body of water",ViT-GPT2,1,""
2025-12-12 21:54:17,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001761,4,847.968907,845.4952350000001,1.1792885231344927,4.9064788818359375,,387.0431098937988,12,,"a plane flying over a bridge over a body of water",ViT-GPT2,1,""
2025-12-12 21:54:18,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001761,5,844.180039,841.358438,1.1845814326344195,17.188339233398438,,387.0431098937988,12,,"a plane flying over a bridge over a body of water",ViT-GPT2,1,""
2025-12-12 21:54:19,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001818,1,632.360313,630.587774,1.5813769135129137,17.250823974609375,,387.0431098937988,9,,"a zebra is standing in the grass",ViT-GPT2,1,""
2025-12-12 21:54:19,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001818,2,643.63582,640.1511330000001,1.553673628667839,19.141448974609375,,387.0431098937988,9,,"a zebra is standing in the grass",ViT-GPT2,1,""
2025-12-12 21:54:20,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001818,3,672.104063,669.813281,1.487864833812201,17.219573974609375,,387.0431098937988,9,,"a zebra is standing in the grass",ViT-GPT2,1,""
2025-12-12 21:54:21,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001818,4,666.062109,662.909296,1.5013614893982807,17.219589233398438,,387.0431098937988,9,,"a zebra is standing in the grass",ViT-GPT2,1,""
2025-12-12 21:54:22,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001818,5,648.264844,645.829882,1.5425794091033571,1.3516082763671875,,387.0431098937988,9,,"a zebra is standing in the grass",ViT-GPT2,1,""
2025-12-12 21:54:22,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001993,1,641.955664,636.7867980000001,1.557739975014848,17.282073974609375,,387.0431098937988,9,,"a bed sitting in front of a window",ViT-GPT2,1,""
2025-12-12 21:54:23,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001993,2,667.188438,665.013242,1.4988269326094046,17.188339233398438,,387.0431098937988,9,,"a bed sitting in front of a window",ViT-GPT2,1,""
2025-12-12 21:54:24,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001993,3,705.217382,703.022383,1.418002484799786,17.1883544921875,,387.0431098937988,9,,"a bed sitting in front of a window",ViT-GPT2,1,""
2025-12-12 21:54:25,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001993,4,646.397969,644.722617,1.5470345637797016,6.070587158203125,,387.0431098937988,9,,"a bed sitting in front of a window",ViT-GPT2,1,""
2025-12-12 21:54:25,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000001993,5,597.40293,596.111094,1.6739121115458875,17.188323974609375,,387.0431098937988,9,,"a bed sitting in front of a window",ViT-GPT2,1,""
2025-12-12 21:54:26,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002006,1,785.700547,784.363554,1.2727495275626937,7.4925537109375,,387.0431098937988,11,,"a blue and white bus is parked on the street",ViT-GPT2,1,""
2025-12-12 21:54:27,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002006,2,803.871484,801.0918750000001,1.2439799394600741,22.4776611328125,,387.0431098937988,11,,"a blue and white bus is parked on the street",ViT-GPT2,1,""
2025-12-12 21:54:28,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002006,3,792.463437,789.369257,1.2618878718060023,22.508880615234375,,387.0431098937988,11,,"a blue and white bus is parked on the street",ViT-GPT2,1,""
2025-12-12 21:54:29,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002006,4,799.993906,797.9344140000001,1.2500095219475333,17.1883544921875,,387.0431098937988,11,,"a blue and white bus is parked on the street",ViT-GPT2,1,""
2025-12-12 21:54:30,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002006,5,714.486485,711.915898,1.3996065999764853,24.852645874023438,,387.0431098937988,11,,"a blue and white bus is parked on the street",ViT-GPT2,1,""
2025-12-12 21:54:30,vit_gpt2_onnx_local,ViT-GPT2 (Local),Local,000000002149,1,667.696329,665.701562,1.4976868324222883,17.282073974609375,,387.0431098937988,9,,"a bowl of green apples in a bowl",ViT-GPT2,1,""
